customer_id,firstname,lastname,email_address,contact,branch_id,branch_latitude,branch_longitude,account_id,branch_city,branch_state,support_query_id,support_query_type,support_query_category,support_representative_id,call_duration,employee_id,empoyee_name,week_number,support_query_time_in_days
18172,Tara,Green,Tara.Green@bank.com,535-861-8107,1213,47.4943,-122.24092,10260143,Bryn Mawr-Skyway,Los_Angeles,14665,Education Loan,2,58,15,58,Johny,1,4
11123,Matthew,Garcia,Matthew.Garcia@bank.com,156.041.0908,1506,40.5576,-74.28459,26196328,Woodbridge,New_York,13653,Vehicle Loan,1,51,11,51,Ash,1,4
14649,Rebecca,Black,Rebecca.Black@bank.com,018-810-312754209,1327,38.06084,-97.92977,13441567,Hutchinson,Chicago,13265,Home Loan,5,60,10,60,Misty,1,3
19279,Diane,Fuller,Diane.Fuller@bank.com,270.841.4879582333,1363,42.35843,-71.05977,18249281,Boston,New_York,10355,Home Loan,5,59,14,59,Minnie,1,5
14641,Tina,Johnson,Tina.Johnson@bank.com,(230)713-5343,1093,41.16704,-73.20483,25399477,Bridgeport,New_York,13901,Education Loan,2,52,7,52,Oswald,1,3
19360,Tracy,Morris,Tracy.Morris@bank.com,766.086.5249,1880,42.55308,-87.93341,14566628,Pleasant Prairie,Chicago,11442,Personal Loan,4,51,7,51,Ash,1,4
18974,Scott,Mckenzie,Scott.Mckenzie@bank.com,783-526-58585058,1443,32.9156,-117.14392,20151842,Mira Mesa,Los_Angeles,12959,Education Loan,2,55,6,55,Olive,1,5
11474,Lori,Perez,Lori.Perez@bank.com,8260117740,1592,29.84576,-90.10674,23696217,Estelle,Chicago,13417,Credit Card,3,61,11,61,Tom,1,5
12007,Lee,Anderson,Lee.Anderson@bank.com,4058257602,1009,33.76446,-117.79394,17337659,North Tustin,Los_Angeles,13378,Credit Card,3,63,7,63,Noddy,1,6
12568,Robert,George,Robert.George@bank.com,001-112-083-2956546646,1111,41.54566,-71.29144,24205402,Middletown,New_York,12617,Home Loan,5,59,6,59,Minnie,1,5
14091,Peter,Allen,Peter.Allen@bank.com,571.052.7277,1861,43.91452,-69.96533,26423595,Brunswick,New_York,11803,Education Loan,2,53,14,53,Dexter,1,6
12001,Todd,Woods,Todd.Woods@bank.com,-2114524307,1813,33.95015,-118.03917,22252411,South Whittier,Los_Angeles,13517,Personal Loan,4,63,11,63,Noddy,1,4
10517,Stephanie,Johnson,Stephanie.Johnson@bank.com,(414)216-9650,1021,41.15376,-87.88754,10004781,Bourbonnais,Chicago,13936,Credit Card,3,57,12,57,Bob,1,5
11566,Casey,Short,Casey.Short@bank.com,001-056-317-635755716,1968,28.15112,-82.46148,26376247,Lutz,New_York,14910,Home Loan,5,65,11,65,Mickey,1,3
12910,Raymond,Johnson,Raymond.Johnson@bank.com,(506)830-4074,1511,47.64995,-117.23991,13826179,Opportunity,Los_Angeles,11812,Education Loan,2,59,8,59,Minnie,1,4
11261,Julie,Williams,Julie.Williams@bank.com,402-372-69685170,1258,30.16688,-96.39774,28670998,Brenham,Chicago,10005,Credit Card,3,65,13,65,Mickey,1,3
17435,Christopher,Flores,Christopher.Flores@bank.com,84-8417,1506,40.5576,-74.28459,13726630,Woodbridge,New_York,13229,Credit Card,3,62,6,62,Timon,1,5
18328,Brian,Hernandez,Brian.Hernandez@bank.com,961-904-6940559658,1967,33.44872,-86.78777,13760359,Vestavia Hills,Chicago,12896,Education Loan,2,61,5,61,Tom,1,6
19681,Jeremy,Walker,Jeremy.Walker@bank.com,001-801-167-5597564485,1661,42.52787,-70.92866,28479049,Peabody,New_York,10417,Personal Loan,4,52,14,52,Oswald,1,6
13067,Sherri,Evans,Sherri.Evans@bank.com,(867)588-4348,1663,40.65538,-74.38987,23297964,Scotch Plains,New_York,10848,Credit Card,3,55,12,55,Olive,1,6
14510,Joshua,Baker,Joshua.Baker@bank.com,(788)578-47035596,1350,43.16547,-77.70066,12821744,Gates-North Gates,New_York,13133,Credit Card,3,59,13,59,Minnie,1,4
10890,Victoria,Monroe,Victoria.Monroe@bank.com,9603668290,1511,47.64995,-117.23991,28268093,Opportunity,Los_Angeles,11890,Credit Card,3,52,11,52,Oswald,1,3
12311,Caroline,Taylor,Caroline.Taylor@bank.com,84-2367,1431,35.74788,-95.36969,20610046,Muskogee,Chicago,10017,Vehicle Loan,1,58,5,58,Johny,1,6
12579,Mercedes,Ellis,Mercedes.Ellis@bank.com,(215)677-1071,1431,35.74788,-95.36969,13627209,Muskogee,Chicago,10056,Credit Card,3,64,8,64,Popeye,1,4
12722,Mark,Ho,Mark.Ho@bank.com,710.012.2552598416,1586,41.55838,-81.56929,12083671,Collinwood,New_York,13831,Credit Card,3,54,13,54,Jerry,1,6
16936,Donald,Mason,Donald.Mason@bank.com,901-158-3285,1144,41.57721,-93.71133,22517105,West Des Moines,Chicago,12397,Personal Loan,4,54,14,54,Jerry,1,4
19232,Christine,Baker,Christine.Baker@bank.com,8987195718,1595,33.54428,-84.23381,26160246,Stockbridge,New_York,11675,Personal Loan,4,55,14,55,Olive,1,4
18544,Elizabeth,Nelson,Elizabeth.Nelson@bank.com,-284456962,1813,33.95015,-118.03917,12692055,South Whittier,Los_Angeles,14089,Home Loan,5,61,13,61,Tom,1,4
12576,Jeremy,Miller,Jeremy.Miller@bank.com,665-276-286355506,1967,33.44872,-86.78777,22828725,Vestavia Hills,Chicago,12438,Vehicle Loan,1,55,14,55,Olive,1,4
12430,Victor,Lopez,Victor.Lopez@bank.com,001-094-652-9949592281,1223,39.43534,-84.20299,19138772,Lebanon,New_York,14225,Credit Card,3,52,14,52,Oswald,1,6
18286,Amanda,Mccormick,Amanda.Mccormick@bank.com,-31497045,1861,43.91452,-69.96533,14745731,Brunswick,New_York,10131,Vehicle Loan,1,55,10,55,Olive,1,5
15338,Dorothy,Brown,Dorothy.Brown@bank.com,440-712-0914,1587,35.88264,-80.08199,13041229,Thomasville,New_York,13448,Credit Card,3,62,6,62,Timon,1,6
14257,Laura,Irwin,Laura.Irwin@bank.com,404.717.5199,1157,34.25628,-78.04471,20347107,Leland,New_York,10586,Credit Card,3,62,5,62,Timon,1,4
11716,Tim,Carey,Tim.Carey@bank.com,-3238537959,1735,41.47892,-87.45476,25533907,Schererville,Chicago,13339,Vehicle Loan,1,51,5,51,Ash,1,4
11051,Alice,Richardson,Alice.Richardson@bank.com,234.849.5221,1774,42.30865,-83.48216,29453277,Canton,Detroit,11371,Personal Loan,4,56,10,56,Bluto,1,5
16548,Jessica,Gomez,Jessica.Gomez@bank.com,-4998528239,1742,29.65163,-82.32483,14745129,Gainesville,New_York,11914,Education Loan,2,65,10,65,Mickey,1,4
11903,Lisa,Holmes,Lisa.Holmes@bank.com,9936793285,1569,43.1009,-75.23266,28068507,Utica,New_York,11645,Vehicle Loan,1,56,14,56,Bluto,1,6
15186,Eric,Stephenson,Eric.Stephenson@bank.com,8195953613,1233,26.2173,-80.22588,16618826,North Lauderdale,New_York,14777,Home Loan,5,56,15,56,Bluto,1,4
14846,Alexis,Thomas,Alexis.Thomas@bank.com,288.916.07815526,1816,28.54944,-81.77285,13651734,Clermont,New_York,12930,Education Loan,2,55,5,55,Olive,1,3
17672,Shelley,Rogers,Shelley.Rogers@bank.com,001-401-943-6645,1483,34.06635,-84.67837,18989246,Acworth,New_York,14310,Vehicle Loan,1,58,15,58,Johny,1,4
14015,Mary,Allen,Mary.Allen@bank.com,026.637.3827,1513,39.78504,-85.76942,20079594,Greenfield,Indiana/Indianapolis,14652,Home Loan,5,56,11,56,Bluto,1,6
18043,James,Johnson,James.Johnson@bank.com,(425)556-2521,1196,36.02506,-86.77917,16978485,Brentwood Estates,Chicago,12915,Vehicle Loan,1,54,15,54,Jerry,1,5
12026,Jessica,Page,Jessica.Page@bank.com,(608)549-1496,1402,34.63915,-120.45794,12477248,Lompoc,Los_Angeles,14338,Vehicle Loan,1,53,14,53,Dexter,1,4
13502,Zachary,Mckay,Zachary.Mckay@bank.com,790.012.465454838,1878,39.32288,-76.72803,25398876,Woodlawn,New_York,13847,Credit Card,3,60,15,60,Misty,1,3
17817,Vanessa,Cabrera,Vanessa.Cabrera@bank.com,-83417224,1395,38.91817,-78.19444,29418425,Front Royal,New_York,12653,Personal Loan,4,53,11,53,Dexter,1,4
18143,Kevin,Smith,Kevin.Smith@bank.com,001-185-532-6494,1513,39.78504,-85.76942,28114616,Greenfield,Indiana/Indianapolis,10298,Vehicle Loan,1,57,7,57,Bob,1,3
18442,Sandra,Clarke,Sandra.Clarke@bank.com,6285734812,1615,47.76232,-122.2054,25797048,Bothell,Los_Angeles,10817,Credit Card,3,65,5,65,Mickey,1,4
14520,Mrs.,Claudia,Mrs..Claudia@bank.com,84-10927,1917,42.93369,-72.27814,27698491,Keene,New_York,13876,Vehicle Loan,1,64,5,64,Popeye,1,4
11517,Stephanie,Oneill,Stephanie.Oneill@bank.com,001-111-823-300154317,1350,43.16547,-77.70066,10666593,Gates-North Gates,New_York,10577,Vehicle Loan,1,54,12,54,Jerry,1,5
19876,Joshua,Wade,Joshua.Wade@bank.com,125.683.21585760,1391,35.61452,-88.81395,15608531,Jackson,Chicago,13396,Home Loan,5,62,6,62,Timon,1,3
19148,Steven,Adams,Steven.Adams@bank.com,498-187-4448,1059,41.24255,-82.61573,26562366,Norwalk,New_York,13915,Home Loan,5,50,11,50,Brock,1,4
14983,Amy,Petersen,Amy.Petersen@bank.com,-523958213,1021,41.15376,-87.88754,22725693,Bourbonnais,Chicago,11431,Home Loan,5,59,8,59,Minnie,1,3
14497,Kimberly,Smith,Kimberly.Smith@bank.com,(541)840-290950169,1525,41.9001,-71.08977,24688586,Taunton,New_York,11076,Credit Card,3,62,11,62,Timon,1,5
15944,Kristin,Oliver,Kristin.Oliver@bank.com,(171)481-0813537643,1737,40.72816,-74.07764,13569762,Jersey City,New_York,10170,Vehicle Loan,1,53,12,53,Dexter,1,4
18987,Jennifer,Barrett,Jennifer.Barrett@bank.com,-852757992,1878,39.32288,-76.72803,26382013,Woodlawn,New_York,13102,Education Loan,2,51,8,51,Ash,1,4
17059,Susan,Adams,Susan.Adams@bank.com,9106562366,1220,37.52487,-77.55777,13778552,Bon Air,New_York,14220,Education Loan,2,56,11,56,Bluto,1,3
14998,Richard,Shaw,Richard.Shaw@bank.com,001-368-692-2359,1518,38.70734,-77.02303,29545341,Fort Washington,New_York,12783,Personal Loan,4,64,15,64,Popeye,1,6
16389,Sara,Davis,Sara.Davis@bank.com,1534920598,1990,40.81,-73.9625,16564449,Morningside Heights,New_York,14050,Home Loan,5,53,6,53,Dexter,1,3
19048,Joseph,Peck,Joseph.Peck@bank.com,120.537.598458426,1676,33.7207,-116.21677,26082216,Indio,Los_Angeles,10395,Personal Loan,4,64,9,64,Popeye,1,4
18351,Kelsey,Cabrera,Kelsey.Cabrera@bank.com,205-965-1112,1800,34.09668,-117.71978,11549865,Claremont,Los_Angeles,11335,Education Loan,2,50,11,50,Brock,1,6
10366,Nicole,Park,Nicole.Park@bank.com,001-790-517-4905503260,1518,38.70734,-77.02303,12565093,Fort Washington,New_York,11454,Vehicle Loan,1,61,13,61,Tom,1,4
10405,Donald,Farley,Donald.Farley@bank.com,-2859459,1795,32.52515,-93.75018,14213195,Shreveport,Chicago,10755,Credit Card,3,60,11,60,Misty,1,6
16888,Jorge,Thompson,Jorge.Thompson@bank.com,001-170-695-81425624,1939,40.94065,-73.99681,22047591,Dumont,New_York,11581,Personal Loan,4,65,6,65,Mickey,1,3
16336,Aaron,Brady,Aaron.Brady@bank.com,001-884-048-969958955,1952,37.71715,-122.40433,23980562,Visitacion Valley,Los_Angeles,13253,Home Loan,5,59,5,59,Minnie,1,5
18191,Christine,Harrington,Christine.Harrington@bank.com,(513)724-25155428,1721,40.34912,-111.90466,28766114,Saratoga Springs,Denver,11177,Personal Loan,4,57,9,57,Bob,1,4
18177,Jeffrey,Brown,Jeffrey.Brown@bank.com,947.975.6243531287,1213,47.4943,-122.24092,10623260,Bryn Mawr-Skyway,Los_Angeles,10483,Vehicle Loan,1,52,9,52,Oswald,1,5
10621,Jason,Gonzalez,Jason.Gonzalez@bank.com,001-836-382-62495183,1721,40.34912,-111.90466,25608041,Saratoga Springs,Denver,13536,Education Loan,2,65,7,65,Mickey,1,4
11551,Peter,Davis,Peter.Davis@bank.com,199-404-9839,1479,45.53929,-122.38731,12067347,Troutdale,Los_Angeles,11542,Credit Card,3,58,8,58,Johny,1,6
11000,Faith,Smith,Faith.Smith@bank.com,(437)232-2728,1778,31.84568,-102.36764,19923812,Odessa,Chicago,14146,Vehicle Loan,1,50,14,50,Brock,1,5
18955,Rebecca,Reynolds,Rebecca.Reynolds@bank.com,(483)463-6486,1968,28.15112,-82.46148,19180108,Lutz,New_York,11201,Home Loan,5,55,6,55,Olive,1,5
10580,Megan,Garcia,Megan.Garcia@bank.com,715-078-2535511596,1800,34.09668,-117.71978,23811899,Claremont,Los_Angeles,10580,Credit Card,3,61,11,61,Tom,1,4
10607,Sarah,Stevens,Sarah.Stevens@bank.com,(112)436-705358516,1587,35.88264,-80.08199,18951536,Thomasville,New_York,10019,Vehicle Loan,1,61,8,61,Tom,1,4
16221,Brittany,Peterson,Brittany.Peterson@bank.com,001-470-200-4260,1813,33.95015,-118.03917,22708937,South Whittier,Los_Angeles,10006,Credit Card,3,61,8,61,Tom,1,3
15112,Alyssa,Madden,Alyssa.Madden@bank.com,872.253.4273,1479,45.53929,-122.38731,21201935,Troutdale,Los_Angeles,10195,Vehicle Loan,1,64,8,64,Popeye,1,3
12926,Tina,Peterson,Tina.Peterson@bank.com,625.396.2033,1663,40.65538,-74.38987,21774424,Scotch Plains,New_York,13716,Home Loan,5,58,5,58,Johny,1,4
11767,Peter,Johnson,Peter.Johnson@bank.com,001-381-942-3627571856,1363,42.35843,-71.05977,18273692,Boston,New_York,13701,Personal Loan,4,53,11,53,Dexter,1,6
11096,Kaitlyn,Hammond,Kaitlyn.Hammond@bank.com,(930)972-355251952,1614,45.49428,-122.86705,26085224,Aloha,Los_Angeles,12239,Home Loan,5,60,9,60,Misty,1,3
18620,Kyle,Beasley,Kyle.Beasley@bank.com,-18117226,1813,33.95015,-118.03917,20361424,South Whittier,Los_Angeles,11617,Credit Card,3,53,9,53,Dexter,1,4
19025,Christina,Bender,Christina.Bender@bank.com,(225)599-85075445,1126,37.73604,-120.93549,22198126,Riverbank,Los_Angeles,11522,Vehicle Loan,1,61,13,61,Tom,1,6
14129,Guy,Harding,Guy.Harding@bank.com,737-632-4813,1845,40.2737,-76.88442,21122384,Harrisburg,New_York,12078,Home Loan,5,55,14,55,Olive,1,5
13668,Ryan,Jackson,Ryan.Jackson@bank.com,001-126-519-6155,1479,45.53929,-122.38731,10980566,Troutdale,Los_Angeles,10467,Education Loan,2,60,14,60,Misty,1,6
11511,Maria,Owens,Maria.Owens@bank.com,84-1974,1925,39.71734,-74.96933,10180239,Sicklerville,New_York,11869,Education Loan,2,60,6,60,Misty,1,5
16217,Amy,Dennis,Amy.Dennis@bank.com,(337)493-5811532374,1548,37.95143,-91.77127,18982959,Rolla,Chicago,13132,Vehicle Loan,1,58,12,58,Johny,1,4
18881,Gregory,Leon,Gregory.Leon@bank.com,063-743-1604,1213,47.4943,-122.24092,19762295,Bryn Mawr-Skyway,Los_Angeles,11225,Vehicle Loan,1,64,11,64,Popeye,1,6
13232,Carolyn,Gonzalez,Carolyn.Gonzalez@bank.com,8538752708,1286,33.03699,-117.29198,12140199,Encinitas,Los_Angeles,13745,Education Loan,2,64,8,64,Popeye,1,6
13989,Beth,Bradley,Beth.Bradley@bank.com,(189)101-29825271,1395,38.91817,-78.19444,17389365,Front Royal,New_York,12919,Credit Card,3,58,6,58,Johny,1,5
18285,Rebecca,Bush,Rebecca.Bush@bank.com,562.398.2797,1267,46.32374,-120.00865,21166400,Sunnyside,Los_Angeles,12817,Credit Card,3,58,8,58,Johny,1,4
12913,Shannon,Porter,Shannon.Porter@bank.com,971-455-1241579636,1587,35.88264,-80.08199,19434691,Thomasville,New_York,11290,Vehicle Loan,1,62,6,62,Timon,1,4
15789,Sharon,Villa,Sharon.Villa@bank.com,1571233632,1267,46.32374,-120.00865,28535649,Sunnyside,Los_Angeles,10662,Personal Loan,4,58,10,58,Johny,1,5
11326,Nathan,Hahn,Nathan.Hahn@bank.com,-806957196,1411,40.72371,-73.95097,24819055,Greenpoint,New_York,12950,Vehicle Loan,1,52,11,52,Oswald,1,6
12982,Tiffany,Perry,Tiffany.Perry@bank.com,693.603.101458174,1217,39.08367,-84.50855,10905236,Covington,New_York,13783,Personal Loan,4,60,5,60,Misty,1,4
11421,Matthew,Holland,Matthew.Holland@bank.com,807-789-72195946,1800,34.09668,-117.71978,27459713,Claremont,Los_Angeles,10503,Credit Card,3,64,13,64,Popeye,1,3
12829,Mark,Smith,Mark.Smith@bank.com,(529)198-6195529325,1721,40.34912,-111.90466,11596793,Saratoga Springs,Denver,12311,Credit Card,3,65,12,65,Mickey,1,3
15415,Melissa,Gray,Melissa.Gray@bank.com,129.491.3218558486,1917,42.93369,-72.27814,21688139,Keene,New_York,11837,Personal Loan,4,64,10,64,Popeye,1,4
17605,Christopher,Stokes,Christopher.Stokes@bank.com,(922)547-747855282,1780,39.57582,-105.11221,18066779,Ken Caryl,Denver,12396,Education Loan,2,56,13,56,Bluto,1,4
12296,Gary,Clark,Gary.Clark@bank.com,010.301.8079,1283,39.33427,-76.43941,27917543,Middle River,New_York,10199,Vehicle Loan,1,61,12,61,Tom,1,4
15147,Sherry,Haley,Sherry.Haley@bank.com,109.921.9298,1991,41.6764,-91.58045,26072835,Coralville,Chicago,11626,Credit Card,3,52,8,52,Oswald,1,3
17770,Haley,Hudson,Haley.Hudson@bank.com,375.070.8014503187,1327,38.06084,-97.92977,28838441,Hutchinson,Chicago,10543,Credit Card,3,56,8,56,Bluto,1,6
18344,Jeffrey,Hodges,Jeffrey.Hodges@bank.com,406.000.12775474,1234,33.92946,-116.97725,12795644,Beaumont,Los_Angeles,11728,Vehicle Loan,1,62,8,62,Timon,1,4
18388,Jennifer,Perry,Jennifer.Perry@bank.com,643.801.8868537208,1875,40.67705,-73.89125,19435612,Cypress Hills,New_York,14676,Home Loan,5,51,8,51,Ash,1,4
16535,Raymond,Buckley,Raymond.Buckley@bank.com,574-929-9242538374,1144,41.57721,-93.71133,18948718,West Des Moines,Chicago,11842,Education Loan,2,56,12,56,Bluto,1,3
11887,Kelly,Alexander,Kelly.Alexander@bank.com,480-596-6692,1057,41.8542,-87.66561,21232914,Lower West Side,Chicago,13279,Education Loan,2,61,10,61,Tom,1,5
11975,Rachel,Davis,Rachel.Davis@bank.com,543-104-4955509406,1240,40.58654,-122.39168,19075225,Redding,Los_Angeles,10747,Credit Card,3,52,11,52,Oswald,1,5
18276,Lisa,Lawson,Lisa.Lawson@bank.com,-595159015,1057,41.8542,-87.66561,28460976,Lower West Side,Chicago,11492,Credit Card,3,59,13,59,Minnie,1,6
10296,Shannon,Turner,Shannon.Turner@bank.com,(680)275-9080589782,1592,29.84576,-90.10674,16010463,Estelle,Chicago,12520,Home Loan,5,64,15,64,Popeye,1,6
15884,Kimberly,Washington,Kimberly.Washington@bank.com,001-660-198-78335180,1518,38.70734,-77.02303,10239135,Fort Washington,New_York,11751,Personal Loan,4,58,13,58,Johny,1,3
12792,Tiffany,Farrell,Tiffany.Farrell@bank.com,555-575-36915494,1476,36.20829,-115.98391,12096441,Pahrump,Los_Angeles,14988,Home Loan,5,55,7,55,Olive,1,4
14163,Carlos,Delgado,Carlos.Delgado@bank.com,5416217465,1443,32.9156,-117.14392,15080671,Mira Mesa,Los_Angeles,12602,Vehicle Loan,1,58,7,58,Johny,1,4
19699,Melissa,Wright,Melissa.Wright@bank.com,-38816434,1497,41.27621,-72.86843,20469018,East Haven,New_York,14824,Education Loan,2,50,10,50,Brock,1,3
19009,Theresa,West,Theresa.West@bank.com,001-173-350-448858124,1880,42.55308,-87.93341,18299309,Pleasant Prairie,Chicago,11738,Personal Loan,4,59,8,59,Minnie,1,4
17938,Shaun,Simpson,Shaun.Simpson@bank.com,498-922-7903,1990,40.81,-73.9625,16550496,Morningside Heights,New_York,11965,Education Loan,2,58,8,58,Johny,1,5
19739,Jason,Glass,Jason.Glass@bank.com,488-924-943054505,1967,33.44872,-86.78777,29770098,Vestavia Hills,Chicago,10101,Education Loan,2,55,8,55,Olive,1,6
16490,Michael,Turner,Michael.Turner@bank.com,323.949.1034571015,1327,38.06084,-97.92977,10996021,Hutchinson,Chicago,11180,Personal Loan,4,51,6,51,Ash,1,4
13445,Jason,Richardson,Jason.Richardson@bank.com,001-304-976-362954782,1229,42.58342,-71.8023,12384229,Fitchburg,New_York,12762,Personal Loan,4,64,6,64,Popeye,1,4
15857,Bradley,Harris,Bradley.Harris@bank.com,(701)993-5699,1595,33.54428,-84.23381,20229003,Stockbridge,New_York,14222,Vehicle Loan,1,57,5,57,Bob,1,4
13359,Jason,Lane,Jason.Lane@bank.com,893.464.0401578529,1523,40.65995,-111.99633,27426320,Kearns,Denver,13985,Education Loan,2,62,14,62,Timon,1,3
16890,Alexander,Bell,Alexander.Bell@bank.com,001-264-217-532657968,1835,36.06523,-119.01677,13448396,Porterville,Los_Angeles,14746,Personal Loan,4,52,15,52,Oswald,1,4
19915,Paul,Gibson,Paul.Gibson@bank.com,2062087324,1885,38.54491,-121.74052,24828792,Davis,Los_Angeles,10352,Personal Loan,4,58,5,58,Johny,1,4
11604,Joseph,Griffin,Joseph.Griffin@bank.com,001-037-626-793756191,1754,27.09978,-82.45426,10592631,Venice,New_York,11729,Vehicle Loan,1,58,12,58,Johny,1,4
17541,Thomas,Sawyer,Thomas.Sawyer@bank.com,84-4444,1009,33.76446,-117.79394,18600707,North Tustin,Los_Angeles,13023,Personal Loan,4,60,7,60,Misty,1,3
18688,Brandon,Abbott,Brandon.Abbott@bank.com,770-002-8953,1021,41.15376,-87.88754,28007619,Bourbonnais,Chicago,12684,Education Loan,2,61,8,61,Tom,1,3
16851,Sean,Johnson,Sean.Johnson@bank.com,(568)156-27385243,1247,36.61033,-88.31476,11759734,Murray,Chicago,14341,Vehicle Loan,1,54,10,54,Jerry,1,6
15145,James,Case,James.Case@bank.com,002.213.2887521925,1233,26.2173,-80.22588,11468478,North Lauderdale,New_York,13584,Home Loan,5,54,10,54,Jerry,1,4
13258,Patricia,Brown,Patricia.Brown@bank.com,814-917-084859452,1220,37.52487,-77.55777,12486313,Bon Air,New_York,12179,Credit Card,3,63,5,63,Noddy,1,5
13533,Alexander,Schwartz,Alexander.Schwartz@bank.com,001-543-054-728953714,1842,41.80753,-87.65644,22409037,New City,Chicago,10425,Home Loan,5,61,12,61,Tom,1,4
10348,Carrie,Gomez,Carrie.Gomez@bank.com,581-480-5192533081,1988,41.14676,-73.49484,12558487,New Canaan,New_York,12143,Home Loan,5,62,5,62,Timon,1,6
10909,Mary,Johnson,Mary.Johnson@bank.com,84-9622,1247,36.61033,-88.31476,12489693,Murray,Chicago,12918,Education Loan,2,60,12,60,Misty,1,6
13854,Laura,Thomas,Laura.Thomas@bank.com,001-199-405-45545560,1885,38.54491,-121.74052,12308323,Davis,Los_Angeles,12002,Vehicle Loan,1,54,8,54,Jerry,1,6
19619,Dominique,Johnson,Dominique.Johnson@bank.com,549.278.574850244,1157,34.25628,-78.04471,27122263,Leland,New_York,14351,Vehicle Loan,1,57,13,57,Bob,1,5
17370,Christopher,Alvarez,Christopher.Alvarez@bank.com,3928206801,1845,40.2737,-76.88442,10359594,Harrisburg,New_York,12068,Credit Card,3,57,14,57,Bob,1,4
17204,Joshua,Hardin,Joshua.Hardin@bank.com,401-130-0816,1086,34.95303,-120.43572,18082682,Santa Maria,Los_Angeles,10474,Education Loan,2,51,15,51,Ash,1,6
15070,Kenneth,Morris,Kenneth.Morris@bank.com,(150)755-7816,1552,44.99012,-123.02621,15393107,Keizer,Los_Angeles,14184,Vehicle Loan,1,65,6,65,Mickey,1,4
15579,Annette,Miller,Annette.Miller@bank.com,827-141-4036,1949,33.98154,-81.23621,23543834,Lexington,New_York,12034,Vehicle Loan,1,58,8,58,Johny,1,3
16906,Mr.,James,Mr..James@bank.com,001-599-761-9576,1748,39.72943,-104.83192,22336955,Aurora,Denver,14379,Education Loan,2,64,13,64,Popeye,1,3
11950,Carol,Murphy,Carol.Murphy@bank.com,3531301612,1047,30.5427,-97.54667,18473217,Hutto,Chicago,12467,Education Loan,2,63,13,63,Noddy,1,3
12388,Jenny,Hall,Jenny.Hall@bank.com,(095)015-92135138,1737,40.72816,-74.07764,24850906,Jersey City,New_York,12584,Personal Loan,4,62,11,62,Timon,1,3
13224,Melanie,Villarreal,Melanie.Villarreal@bank.com,001-204-594-546953931,1936,39.96097,-75.60804,19330936,West Chester,New_York,12335,Home Loan,5,54,7,54,Jerry,1,4
18050,Jeffrey,Sanchez,Jeffrey.Sanchez@bank.com,000.411.845052295,1085,47.80527,-122.24064,15149443,Bothell West,Los_Angeles,10148,Home Loan,5,61,11,61,Tom,1,4
12639,Andrew,Miller,Andrew.Miller@bank.com,708-821-89665244,1806,33.35283,-111.78903,15012599,Gilbert,Phoenix,13270,Personal Loan,4,61,14,61,Tom,1,5
18471,Jeffrey,Miller,Jeffrey.Miller@bank.com,645-862-517452755,1047,30.5427,-97.54667,25151976,Hutto,Chicago,11391,Home Loan,5,56,12,56,Bluto,1,4
10948,Lisa,Kent,Lisa.Kent@bank.com,(833)293-398355697,1786,45.16024,-93.08883,26839954,Lino Lakes,Chicago,13557,Home Loan,5,63,8,63,Noddy,1,3
17305,Nicole,Hall,Nicole.Hall@bank.com,963.992.7791,1994,40.56754,-89.64066,10310106,Pekin,Chicago,12636,Personal Loan,4,63,8,63,Noddy,1,4
12374,Thomas,Archer,Thomas.Archer@bank.com,929-372-286859699,1586,41.55838,-81.56929,15778083,Collinwood,New_York,12497,Credit Card,3,64,6,64,Popeye,1,4
12438,Jennifer,Mosley,Jennifer.Mosley@bank.com,351.000.8261,1164,42.7392,-84.62081,26949202,Waverly,Detroit,13220,Education Loan,2,59,14,59,Minnie,1,4
17824,David,Grimes,David.Grimes@bank.com,124.980.95745922,1483,34.06635,-84.67837,12270175,Acworth,New_York,12093,Education Loan,2,54,8,54,Jerry,1,3
10207,Christopher,Flores,Christopher.Flores@bank.com,84-2526,1047,30.5427,-97.54667,14175715,Hutto,Chicago,12508,Education Loan,2,52,5,52,Oswald,1,6
19243,Tiffany,Russo,Tiffany.Russo@bank.com,-4035545929,1485,27.71809,-82.35176,21581083,Sun City Center,New_York,10099,Vehicle Loan,1,53,13,53,Dexter,1,3
16453,Daniel,Lopez,Daniel.Lopez@bank.com,544.531.6429,1395,38.91817,-78.19444,23856291,Front Royal,New_York,11855,Credit Card,3,58,5,58,Johny,1,4
10036,Sarah,Li,Sarah.Li@bank.com,463322742,1663,40.65538,-74.38987,24304292,Scotch Plains,New_York,10923,Home Loan,5,64,7,64,Popeye,1,5
18230,Denise,Black,Denise.Black@bank.com,828.087.6952,1548,37.95143,-91.77127,29928742,Rolla,Chicago,13052,Education Loan,2,57,14,57,Bob,1,4
19631,Rebecca,Hawkins,Rebecca.Hawkins@bank.com,136-991-832650417,1659,47.38093,-122.23484,21690740,Kent,Los_Angeles,10579,Credit Card,3,51,13,51,Ash,1,4
10505,Emma,Thornton,Emma.Thornton@bank.com,001-775-937-8892,1595,33.54428,-84.23381,12601993,Stockbridge,New_York,10443,Personal Loan,4,53,9,53,Dexter,1,6
18648,Sarah,Edwards,Sarah.Edwards@bank.com,(830)119-2271520751,1679,38.96372,-76.99081,29638237,Chillum,New_York,12157,Credit Card,3,60,11,60,Misty,1,5
